Domain_id,Suburb,Postcode,Lat,Lng,lga_ID
36027.0,Selby,3159.0,-37.9225135,145.3862638,27.0
31647.0,Officer,3809.0,-38.0673549,145.4139392,27.0
31657.0,Officer South,3809.0,-38.0673549,145.4139392,27.0
41107.0,Tynong,3813.0,-38.0477423,145.6356577,27.0
41117.0,Tynong North,3813.0,-38.0477423,145.6356577,27.0
7817.0,Canadian,3350.0,-37.5691087,143.8563224,46.0
2167.0,Bakery Hill,3350.0,-37.5691087,143.8563224,46.0
2367.0,Ballarat East,3350.0,-37.5691087,143.8563224,46.0
2377.0,Ballarat North,3350.0,-37.5691087,143.8563224,46.0
4587.0,Black Hill,3350.0,-37.5691087,143.8563224,46.0
14037.0,Eureka,3350.0,-37.5691087,143.8563224,46.0
144637.0,Lucas,3350.0,-37.5691087,143.8563224,46.0
28357.0,Mount Pleasant,3350.0,-37.5691087,143.8563224,46.0
30497.0,Newington,3350.0,-37.5691087,143.8563224,46.0
33967.0,Redan,3350.0,-37.5691087,143.8563224,46.0
7017.0,Buninyong,3357.0,-37.6521937,143.8943543,46.0
11537.0,Delacombe,3356.0,-37.5881949,143.8183092,46.0
35987.0,Sebastopol,3356.0,-37.5881949,143.8183092,46.0
22677.0,Lake Gardens,3355.0,-37.5089149,143.7911684,46.0
51697.0,Mitchell Park,3355.0,-37.5089149,143.7911684,46.0
43237.0,Wendouree,3355.0,-37.5089149,143.7911684,46.0
157177.0,Capel Sound,3940.0,-38.3745297,144.8786231,81.0
12437.0,Dromana,3936.0,-38.3352183,144.9942305,81.0
35287.0,Safety Beach,3936.0,-38.3352183,144.9942305,81.0
1687.0,Arthurs Seat,3936.0,-38.3352183,144.9942305,81.0
14637.0,Flinders,3929.0,-38.4574538,144.9721978,81.0
25587.0,McCrae,3938.0,-38.3562816,144.9336544,81.0
27897.0,Mornington,3931.0,-38.2277083,145.0603633,81.0
34867.0,Rosebud,3939.0,-38.4218526,144.8951287,81.0
5047.0,Boneo,3939.0,-38.4218526,144.8951287,81.0
7987.0,Cape Schanck,3939.0,-38.4218526,144.8951287,81.0
14477.0,Fingal,3939.0,-38.4218526,144.8951287,81.0
35247.0,Rye,3941.0,-38.3862088,144.8181305,81.0
40487.0,Tootgarook,3941.0,-38.3862088,144.8181305,81.0
677.0,Adams Estate,3984.0,-38.3114378,145.5579927,81.0
7547.0,Caldermeade,3984.0,-38.3114378,145.5579927,81.0
10297.0,Corinella,3984.0,-38.3114378,145.5579927,81.0
10377.0,Coronet Bay,3984.0,-38.3114378,145.5579927,81.0
23027.0,Lang Lang,3984.0,-38.3114378,145.5579927,81.0
