streetNumber,streetName,streetType,suburb,postcode,state,geoLocation,propertyType,bedrooms,bathrooms,carspaces,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,price,unitNumber,area,second_ID,canonicalUrl,areaSize,photos
14,Tainton,Rd,Burwood East,3151.0,Vic,"{'latitude': -37.8492929, 'longitude': 145.1559723}",House,3,1.0,1.0,AUSD,Jellis Craig Whitehorse,2017649614,20157,Jellis Craig Whitehorse,https://www.domain.com.au/real-estate-agencies/jelliscraigwhitehorse-20157,https://www.domain.com.au/14-tainton-road-burwood-east-vic-3151-2017649614,1100000,,0,WK-9177-OT,https://www.domain.com.au/property-profile/14-tainton-road-burwood-east-vic-3151,592,https://bucket-api.domain.com.au/v1/bucket/image/2017649614_1_1_220309_021819-w1600-h1067
5,Currajong,Av,Camberwell,3124.0,Vic,"{'latitude': -37.8382088, 'longitude': 145.0565937}",House,4,2.0,2.0,AUHB,Kay & Burton - Hawthorn,2017648801,18650,Kay & Burton Hawthorn,https://www.domain.com.au/real-estate-agencies/kayburtonhawthorn-18650,https://www.domain.com.au/5-currajong-avenue-camberwell-vic-3124-2017648801,3260000,,0,PT-9679-NI,https://www.domain.com.au/property-profile/5-currajong-avenue-camberwell-vic-3124,840,https://bucket-api.domain.com.au/v1/bucket/image/2017648801_1_1_220309_120038-w7000-h4667
2,High,Rd,Camberwell,3124.0,Vic,"{'latitude': -37.8443201, 'longitude': 145.0566488}",House,3,2.0,2.0,AUVB,Jellis Craig Stonnington,2017645988,5489, Jellis Craig Stonnington,https://www.domain.com.au/real-estate-agencies/jelliscraigstonnington-5489,https://www.domain.com.au/1-2-high-road-camberwell-vic-3124-2017645988,1950000,1,0,PX-8091-AO,https://www.domain.com.au/property-profile/2-high-road-camberwell-vic-3124,277,0
7,Madison,Ct,Canadian,3350.0,Vic,"{'latitude': -37.5886763, 'longitude': 143.8749961}",House,3,2.0,2.0,PTSD,HAR Ballarat,2017648521,13964,Harcourts Ballarat,https://www.domain.com.au/real-estate-agencies/harcourtsballarat-13964,https://www.domain.com.au/7-madison-court-canadian-vic-3350-2017648521,740000,,0,EM-6948-MD,https://www.domain.com.au/property-profile/7-madison-court-canadian-vic-3350,776,https://bucket-api.domain.com.au/v1/bucket/image/2017648521_1_1_220308_105557-w1024-h683
846,Burke,Rd,Canterbury,3126.0,Vic,"{'latitude': -37.8204717, 'longitude': 145.0589866}",House,4,1.0,2.0,AUSD,Marshall White Balwyn,2017647563,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/846-burke-road-canterbury-vic-3126-2017647563,2030000,,0,OA-2302-GN,https://www.domain.com.au/property-profile/846-burke-road-canterbury-vic-3126,437,https://bucket-api.domain.com.au/v1/bucket/image/2017647563_1_1_220308_061009-w1600-h1067
59,Swans,Wy,Capel Sound,3940.0,Vic,"{'latitude': -38.3732733, 'longitude': 144.8668691}",House,4,2.0,4.0,AUSD,BP Rosebud,2017646912,21537,Barry Plant Rosebud,https://www.domain.com.au/real-estate-agencies/barryplantrosebud-21537,https://www.domain.com.au/59-swans-way-capel-sound-vic-3940-2017646912,1550000,,0,BV-7372-SJ,https://www.domain.com.au/property-profile/59-swans-way-capel-sound-vic-3940,725,https://bucket-api.domain.com.au/v1/bucket/image/2017646912_2_1_220308_042936-w1200-h800
27,Owen,St,Carlton,3053.0,Vic,"{'latitude': -37.800723, 'longitude': 144.973396}",House,2,1.0,0.0,AUSD,Nelson Alexander Carlton,2017651437,4719,Nelson Alexander | Carlton,https://www.domain.com.au/real-estate-agencies/nelsonalexandercarlton-4719,https://www.domain.com.au/27-owen-street-carlton-vic-3053-2017651437,1322000,,0,UB-7098-DZ,https://www.domain.com.au/property-profile/27-owen-street-carlton-vic-3053,69,https://bucket-api.domain.com.au/v1/bucket/image/2017651437_1_1_220309_063909-w1600-h1067
846,Lygon,St,Carlton North,3054.0,Vic,"{'latitude': -37.7861537, 'longitude': 144.96967}",Unit,2,1.0,1.0,AUHB,Kelly and Shiel,2017671230,7026,Kelly & Shiel Pty Ltd,https://www.domain.com.au/real-estate-agencies/kellyshielptyltd-7026,https://www.domain.com.au/3-846-lygon-street-carlton-north-vic-3054-2017671230,880000,3,0,QD-0233-BU,https://www.domain.com.au/property-profile/846-lygon-street-carlton-north-vic-3054,902,0
1009,Rathdowne,St,Carlton North,3054.0,Vic,"{'latitude': -37.7803123, 'longitude': 144.9731282}",Townhouse,2,1.0,1.0,AUSD,Nelson Alexander Carlton,2017650522,4719,Nelson Alexander | Carlton,https://www.domain.com.au/real-estate-agencies/nelsonalexandercarlton-4719,https://www.domain.com.au/1-1009-rathdowne-street-carlton-north-vic-3054-2017650522,1270000,1,0,GQ-4852-VO,https://www.domain.com.au/property-profile/1009-rathdowne-street-carlton-north-vic-3054,5676,0
27,Beena,Av,Carnegie,3163.0,Vic,"{'latitude': -37.889447, 'longitude': 145.0645629}",Unit,2,1.0,1.0,AUSD,Ray White Carnegie,2017648741,5958,Ray White Carnegie,https://www.domain.com.au/real-estate-agencies/raywhitecarnegie-5958,https://www.domain.com.au/10-27-beena-avenue-carnegie-vic-3163-2017648741,483000,10,0,OA-3206-VH,https://www.domain.com.au/property-profile/27-beena-avenue-carnegie-vic-3163,1163,0
1265,Glen Huntly,Rd,Carnegie,3163.0,Vic,"{'latitude': -37.8896171, 'longitude': 145.0477865}",Townhouse,3,2.0,2.0,AUVB,Gary Peer,2017642249,26354,   Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-26354,https://www.domain.com.au/6-1265-glen-huntly-road-carnegie-vic-3163-2017642249,1000000,6,0,ZH-2895-BX,https://www.domain.com.au/property-profile/1265-glen-huntly-road-carnegie-vic-3163,182,https://bucket-api.domain.com.au/v1/bucket/image/w800-h600-2007380446_1_pi_150223_092551
211,Neerim,Rd,Carnegie,3163.0,Vic,"{'latitude': -37.8881209, 'longitude': 145.0502044}",Unit,2,1.0,1.0,AUSD,Woodards Carnegie,2017652160,6430,Woodards Carnegie,https://www.domain.com.au/real-estate-agencies/woodardscarnegie-6430,https://www.domain.com.au/4-211-neerim-road-carnegie-vic-3163-2017652160,855000,4,0,KV-5273-SM,https://www.domain.com.au/property-profile/211-neerim-road-carnegie-vic-3163,161,0
264-266,Neerim,Rd,Carnegie,3163.0,Vic,"{'latitude': -37.888387, 'longitude': 145.054969}",Unit,2,1.0,1.0,AUSD,Jellis Craig Carnegie,2017647535,30115,Jellis Craig Carnegie,https://www.domain.com.au/real-estate-agencies/jelliscraigcarnegie-30115,https://www.domain.com.au/3-264-neerim-road-carnegie-vic-3163-2017647535,610000,3,0,BN-3997-VM,https://www.domain.com.au/property-profile/264-266-lygon-street-carlton-vic-3053,279,0
15,Woornack,Rd,Carnegie,3163.0,Vic,"{'latitude': -37.897939, 'longitude': 145.057562}",House,2,1.0,2.0,AUSD,Jellis Craig Carnegie,2017663920,30115,Jellis Craig Carnegie,https://www.domain.com.au/real-estate-agencies/jelliscraigcarnegie-30115,https://www.domain.com.au/15-woornack-road-carnegie-vic-3163-2017663920,1138000,,0,ZF-3124-VP,https://www.domain.com.au/property-profile/15-woornack-road-carnegie-vic-3163,286,https://bucket-api.domain.com.au/v1/bucket/image/2017663920_1_1_220315_052553-w1600-h1067
48,Woornack,Rd,Carnegie,3163.0,Vic,"{'latitude': -37.8976534, 'longitude': 145.0605028}",Unit,2,1.0,1.0,AUSD,Gary Peer,2017649320,26354,   Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-26354,https://www.domain.com.au/4-48-woornack-road-carnegie-vic-3163-2017649320,875000,4,0,PV-4853-BW,https://www.domain.com.au/property-profile/48-woornack-road-carnegie-vic-3163,150,0
8,Simpson,Pl,Caroline Springs,3023.0,Vic,"{'latitude': -37.7453382, 'longitude': 144.726737}",House,4,2.0,2.0,AUSD,Lux Real Estate,2017641369,34562,Lux Real Estate,https://www.domain.com.au/real-estate-agencies/luxrealestate-34562,https://www.domain.com.au/8-simpson-place-caroline-springs-vic-3023-2017641369,832000,,0,KY-3429-TR,https://www.domain.com.au/property-profile/8-simpson-place-caroline-springs-vic-3023,612,https://bucket-api.domain.com.au/v1/bucket/image/2017641369_1_1_220304_090856-w4247-h2837
77,Church,Rd,Carrum,3197.0,Vic,"{'latitude': -38.0832036, 'longitude': 145.1317007}",Townhouse,3,2.0,2.0,AUSP,Buxton Chelsea,2017646791,4316,Buxton Chelsea,https://www.domain.com.au/real-estate-agencies/buxtonchelsea-4316,https://www.domain.com.au/5-77-church-road-carrum-vic-3197-2017646791,848500,5,0,LV-5549-AO,https://www.domain.com.au/property-profile/77-church-road-carrum-vic-3197,168,0
72,Queens,Av,Caulfield East,3145.0,Vic,"{'latitude': -37.8811333, 'longitude': 145.0442874}",House,4,2.0,2.0,AUSD,Woodards Carnegie,2017649202,6430,Woodards Carnegie,https://www.domain.com.au/real-estate-agencies/woodardscarnegie-6430,https://www.domain.com.au/72-queens-avenue-caulfield-east-vic-3145-2017649202,2285000,,0,AZ-9791-SN,https://www.domain.com.au/property-profile/72-queens-avenue-caulfield-east-vic-3145,669,https://bucket-api.domain.com.au/v1/bucket/image/2017649202_1_1_220309_011417-w1600-h1067
27,Malvern,Gr,Caulfield North,3161.0,Vic,"{'latitude': -37.8695783, 'longitude': 145.0296587}",Unit,3,1.0,1.0,AUVB,Gary Peer,2017644039,273, Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-273,https://www.domain.com.au/2-27-malvern-grove-caulfield-north-vic-3161-2017644039,700000,2,0,CO-8532-HL,https://www.domain.com.au/property-profile/27-malvern-grove-caulfield-north-vic-3161,892,0
2,Baradine,St,Chadstone,3148.0,Vic,"{'latitude': -37.8797797, 'longitude': 145.1024335}",House,3,2.0,2.0,AUSD,Buxton Ashburton,2017650113,15987,Buxton Ashburton,https://www.domain.com.au/real-estate-agencies/buxtonashburton-15987,https://www.domain.com.au/2-baradine-street-chadstone-vic-3148-2017650113,1150000,,0,GU-5106-LW,https://www.domain.com.au/property-profile/2-baradine-street-chadstone-vic-3148,386,https://bucket-api.domain.com.au/v1/bucket/image/2017650113_1_1_220309_033908-w1600-h1067
5,Maury,Rd,Chelsea,3196.0,Vic,"{'latitude': -38.0559185, 'longitude': 145.1164747}",Unit,2,1.0,1.0,AUSP,Hodges Mentone/Chelsea,2017623605,3918,Hodges Mentone/Chelsea,https://www.domain.com.au/real-estate-agencies/hodgesmentonechelsea-3918,https://www.domain.com.au/10-5-maury-road-chelsea-vic-3196-2017623605,655000,10,0,MU-5234-JI,https://www.domain.com.au/property-profile/5-maury-road-chelsea-vic-3196,697,https://bucket-api.domain.com.au/v1/bucket/image/w424-h600-2006925991_1_pi_150220_085034
8,Maury,Rd,Chelsea,3196.0,Vic,"{'latitude': -38.0562635, 'longitude': 145.1163399}",Unit,2,1.0,1.0,AUSD,Hodges Mentone/Chelsea,2017650637,3918,Hodges Mentone/Chelsea,https://www.domain.com.au/real-estate-agencies/hodgesmentonechelsea-3918,https://www.domain.com.au/6-8-maury-road-chelsea-vic-3196-2017650637,770000,6,0,NF-0989-VC,https://www.domain.com.au/property-profile/8-maury-road-chelsea-vic-3196,670,https://bucket-api.domain.com.au/v1/bucket/image/w640-h480-5273069_1_pi_150219_123809
12,Swanpool,Av,Chelsea,3196.0,Vic,"{'latitude': -38.0468034, 'longitude': 145.1164675}",Unit,2,1.0,1.0,AUSP,Hodges Mentone/Chelsea,2017617126,3918,Hodges Mentone/Chelsea,https://www.domain.com.au/real-estate-agencies/hodgesmentonechelsea-3918,https://www.domain.com.au/2-12-swanpool-avenue-chelsea-vic-3196-2017617126,550000,2,0,QD-9993-OG,0,0,0
2,Elissa,Ct,Cheltenham,3192.0,Vic,"{'latitude': -37.9639901, 'longitude': 145.0771199}",House,4,2.0,2.0,AUSA,Lewin Real Estate Pty Ltd,2017656236,33543,Lewin Real Estate Pty Ltd,https://www.domain.com.au/real-estate-agencies/lewinrealestateptyltd-33543,https://www.domain.com.au/2-elissa-court-cheltenham-vic-3192-2017656236,1385000,,0,SQ-2382-OG,https://www.domain.com.au/property-profile/2-elissa-court-cheltenham-vic-3192,840,https://bucket-api.domain.com.au/v1/bucket/image/2017656236_1_1_220310_115152-w3000-h2000
11,Everest,Dr,Cheltenham,3192.0,Vic,"{'latitude': -37.9549215, 'longitude': 145.0587951}",Townhouse,3,1.0,2.0,AUSD,Hodges Mentone/Chelsea,2017645816,3918,Hodges Mentone/Chelsea,https://www.domain.com.au/real-estate-agencies/hodgesmentonechelsea-3918,https://www.domain.com.au/11-everest-drive-cheltenham-vic-3192-2017645816,933000,,0,JW-9765-JQ,https://www.domain.com.au/property-profile/11-everest-drive-cheltenham-vic-3192,344,https://bucket-api.domain.com.au/v1/bucket/image/2017645816_1_1_220308_010700-w1600-h1067
36,Follett,Rd,Cheltenham,3192.0,Vic,"{'latitude': -37.9711442, 'longitude': 145.0719672}",House,3,1.0,4.0,AUSD,Ray White Cheltenham,2017634439,6378,Ray White Cheltenham,https://www.domain.com.au/real-estate-agencies/rwcheltenham,https://www.domain.com.au/36-follett-road-cheltenham-vic-3192-2017634439,1465000,,0,ZM-0019-NU,https://www.domain.com.au/property-profile/36-follett-road-cheltenham-vic-3192,733,https://bucket-api.domain.com.au/v1/bucket/image/2017634439_1_1_220318_040945-w3888-h2592
41,Harpley,St,Cheltenham,3192.0,Vic,"{'latitude': -37.9738122, 'longitude': 145.0719841}",Townhouse,2,2.0,2.0,AUSP,Greg Hocking Bayside Living,2017650696,4317,Greg Hocking Bayside Living ,https://www.domain.com.au/real-estate-agencies/greghockingbaysideliving-4317,https://www.domain.com.au/41-harpley-street-cheltenham-vic-3192-2017650696,1200000,,0,WK-5932-SO,https://www.domain.com.au/property-profile/41-harpley-street-cheltenham-vic-3192,256,https://bucket-api.domain.com.au/v1/bucket/image/2017650696_1_1_220309_045526-w6005-h4006
15,Maude,St,Cheltenham,3192.0,Vic,"{'latitude': -37.96414, 'longitude': 145.0551302}",Unit,2,2.0,1.0,AUSD,Hodges Mentone/Chelsea,2017650645,3918,Hodges Mentone/Chelsea,https://www.domain.com.au/real-estate-agencies/hodgesmentonechelsea-3918,https://www.domain.com.au/303-15-maude-street-cheltenham-vic-3192-2017650645,619500,303,0,JH-8287-QR,0,0,0
13,Stuart,Av,Cheltenham,3192.0,Vic,"{'latitude': -37.9600314, 'longitude': 145.0445362}",Townhouse,3,1.0,2.0,AUSD,Buxton Sandringham,2017661657,3935,Buxton Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/buxtonrealestatesandringham-3935,https://www.domain.com.au/2-13-15-stuart-avenue-cheltenham-vic-3192-2017661657,1420000,2,0,NQ-4405-NA,https://www.domain.com.au/property-profile/13-stuart-avenue-cheltenham-vic-3192,312,0
24b,Wembley,Av,Cheltenham,3192.0,Vic,"{'latitude': -37.9620072, 'longitude': 145.0456124}",Townhouse,4,3.0,2.0,AUSD,Marshall White Balwyn,2017650782,18945,Marshall White Bayside,https://www.domain.com.au/real-estate-agencies/marshallwhitebayside-18945,https://www.domain.com.au/24b-wembley-avenue-cheltenham-vic-3192-2017650782,1770000,,0,RS-4535-ZR,https://www.domain.com.au/property-profile/24b-wembley-avenue-cheltenham-vic-3192,336,https://bucket-api.domain.com.au/v1/bucket/image/2017650782_1_1_220309_050825-w1600-h1065
44,Wilson,St,Cheltenham,3192.0,Vic,"{'latitude': -37.9609451, 'longitude': 145.0599035}",Unit,2,1.0,3.0,AUSD,Buxton Sandringham,2017662115,3935,Buxton Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/buxtonrealestatesandringham-3935,https://www.domain.com.au/2-44-wilson-street-cheltenham-vic-3192-2017662115,866000,2,0,QD-1681-EX,https://www.domain.com.au/property-profile/44-wilson-street-cheltenham-vic-3192,797,0
25,Bayview,Av,Clayton,3168.0,Vic,"{'latitude': -37.9067948, 'longitude': 145.1263085}",Townhouse,3,3.0,2.0,AUSP,FN JXRE,2017640174,29763,First National JXRE,https://www.domain.com.au/real-estate-agencies/firstnationaljxre-29763,https://www.domain.com.au/1-25-bayview-avenue-clayton-vic-3168-2017640174,865000,1,0,ZV-9429-UE,https://www.domain.com.au/property-profile/25-bayview-avenue-clayton-vic-3168,193,0
20,Royalty,St,Clayton,3168.0,Vic,"{'latitude': -37.9171561, 'longitude': 145.1232932}",House,4,2.0,2.0,AUSD,RW Colyton,2017640119,31451,Ray White Clayton,https://www.domain.com.au/real-estate-agencies/raywhiteclayton-31451,https://www.domain.com.au/20-royalty-street-clayton-vic-3168-2017640119,842000,,0,WW-3726-NZ,https://www.domain.com.au/property-profile/20-royalty-street-clayton-vic-3168,166,https://bucket-api.domain.com.au/v1/bucket/image/2017640119_1_1_220304_041719-w1920-h1280
30,View,St,Clayton,3168.0,Vic,"{'latitude': -37.9220636, 'longitude': 145.110557}",House,3,1.0,2.0,AUSD,FN JXRE,2017638196,29763,First National JXRE,https://www.domain.com.au/real-estate-agencies/firstnationaljxre-29763,https://www.domain.com.au/30-view-street-clayton-vic-3168-2017638196,1060500,,0,UY-7122-HR,https://www.domain.com.au/property-profile/30-view-street-clayton-vic-3168,580,https://bucket-api.domain.com.au/v1/bucket/image/2017638196_1_1_220303_113228-w2269-h1600
14-16,Wright,St,Clayton,3168.0,Vic,"{'latitude': -37.921946, 'longitude': 145.12376}",Townhouse,3,2.0,2.0,AUSD,O'Brien Real Estate Oakleigh,2017644618,31428,OBrien Real Estate Oakleigh,https://www.domain.com.au/real-estate-agencies/obrienrealestateoakleigh-31428,https://www.domain.com.au/9-14-16-wright-street-clayton-vic-3168-2017644618,750000,9,0,UN-5434-RL,https://www.domain.com.au/property-profile/14-16-wright-street-clayton-vic-3168,0,0
48,Monash,Cr,Clayton South,3169.0,Vic,"{'latitude': -37.9445071, 'longitude': 145.1335742}",House,3,1.0,7.0,AUSP,BP Monash,2017646550,18349,Barry Plant Monash,https://www.domain.com.au/real-estate-agencies/barryplantmonash-18349,https://www.domain.com.au/48-monash-crescent-clayton-south-vic-3169-2017646550,954000,,0,SQ-4227-LF,https://www.domain.com.au/property-profile/48-monash-crescent-clayton-south-vic-3169,558,https://bucket-api.domain.com.au/v1/bucket/image/2017646550_1_1_220308_032427-w1600-h1067
9,Fenwick,St,Clifton Hill,3068.0,Vic,"{'latitude': -37.7901243, 'longitude': 144.999589}",House,3,2.0,1.0,AUSD,Nelson Alexander Commercial,2017653316,4718,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,https://www.domain.com.au/9-fenwick-street-clifton-hill-vic-3068-2017653316,2440000,,0,WW-0910-RA,https://www.domain.com.au/property-profile/9-fenwick-street-clifton-hill-vic-3068,227,https://bucket-api.domain.com.au/v1/bucket/image/2017653316_1_1_220310_015808-w1600-h1067
94,Noone,St,Clifton Hill,3068.0,Vic,"{'latitude': -37.7934267, 'longitude': 144.9931761}",House,3,1.0,2.0,AUSD,Jellis Craig Fitzroy,2017653084,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/94-noone-street-clifton-hill-vic-3068-2017653084,1950000,,0,PZ-0505-XZ,https://www.domain.com.au/property-profile/94-noone-street-clifton-hill-vic-3068,433,https://bucket-api.domain.com.au/v1/bucket/image/2017653084_1_1_220310_012217-w1600-h1067
4,Creekside,St,Clyde,3978.0,Vic,"{'latitude': -38.1251015, 'longitude': 145.3370555}",House,4,2.0,4.0,AUSP,RW Dandenong,2017636571,8878,Ray White Dandenong,https://www.domain.com.au/real-estate-agencies/raywhitedandenong-8878,https://www.domain.com.au/4-creekside-street-clyde-vic-3978-2017636571,787700,,0,HC-0495-KE,https://www.domain.com.au/property-profile/4-creekside-street-clyde-vic-3978,520,https://bucket-api.domain.com.au/v1/bucket/image/2017636571_1_1_220303_022426-w1920-h1280
1,Deans,St,Coburg,3058.0,Vic,"{'latitude': -37.734761, 'longitude': 144.966345}",House,5,1.0,3.0,AUSD,Jellis Craig Brunswick,2017656490,6216,Jellis Craig - Brunswick,https://www.domain.com.au/real-estate-agencies/jelliscraigbrunswick-6216,https://www.domain.com.au/1-deans-street-coburg-vic-3058-2017656490,1810000,,0,FI-8246-KT,https://www.domain.com.au/property-profile/1-deans-street-coburg-vic-3058,843,https://bucket-api.domain.com.au/v1/bucket/image/2017656490_15_1_220311_124528-w1600-h1067
185,Moreland,Rd,Coburg,3058.0,Vic,"{'latitude': -37.7552256, 'longitude': 144.9648399}",Townhouse,3,2.0,1.0,AUVB,Nelson Alexander ; Coburg,2017632587,22514,Nelson Alexander | Coburg,https://www.domain.com.au/real-estate-agencies/nelsonalexandercoburg-22514,https://www.domain.com.au/4-185-moreland-road-coburg-vic-3058-2017632587,430000,4,0,HF-6274-IN,0,0,0
80,Munro,St,Coburg,3058.0,Vic,"{'latitude': -37.7440938, 'longitude': 144.9591831}",Unit,2,1.0,1.0,AUSD,Biggin & Scott Inner North,2017653799,23934,Biggin & Scott Inner North,https://www.domain.com.au/real-estate-agencies/bigginscottinnernorth-23934,https://www.domain.com.au/3-80-munro-street-coburg-vic-3058-2017653799,620000,3,0,NG-4117-QB,https://www.domain.com.au/property-profile/80-munro-street-coburg-vic-3058,628,0
123,Nicholson,St,Coburg,3058.0,Vic,"{'latitude': -37.7481438, 'longitude': 144.9768233}",House,3,1.0,4.0,AUSA,Love & Co,2017639797,7125,     Love & Co,https://www.domain.com.au/real-estate-agencies/loveco-7125,https://www.domain.com.au/123-nicholson-street-coburg-vic-3058-2017639797,1200000,,0,OE-8978-GX,https://www.domain.com.au/property-profile/123-nicholson-street-coburg-vic-3058,469,https://bucket-api.domain.com.au/v1/bucket/image/2017639797_1_1_220304_024242-w1920-h1278
7,Queen,St,Coburg,3058.0,Vic,"{'latitude': -37.7529478, 'longitude': 144.9494517}",House,2,1.0,0.0,AUSD,Nelson Alexander Carlton,2017651240,4719,Nelson Alexander | Carlton,https://www.domain.com.au/real-estate-agencies/nelsonalexandercarlton-4719,https://www.domain.com.au/7-queen-street-coburg-vic-3058-2017651240,977000,,0,QS-5920-AC,https://www.domain.com.au/property-profile/7-queen-street-coburg-vic-3058,306,https://bucket-api.domain.com.au/v1/bucket/image/2017651240_1_1_220309_060814-w1600-h1067
100,The Avenue,,Coburg,3058.0,Vic,"{'latitude': -37.7531133, 'longitude': 144.9718751}",House,3,1.0,1.0,AUHB,Nelson Alexander ; Coburg,2017643971,22514,Nelson Alexander | Coburg,https://www.domain.com.au/real-estate-agencies/nelsonalexandercoburg-22514,https://www.domain.com.au/100-the-avenue-coburg-vic-3058-2017643971,1280000,,0,PI-2939-TR,https://www.domain.com.au/property-profile/22-na-botto-court-morphettville-sa-5043,0,0
27,Athol,Av,Coburg North,3058.0,Vic,"{'latitude': -37.7212679, 'longitude': 144.9580216}",House,4,2.0,2.0,AUSP,Nelson Alexander ; Coburg,2017661558,22514,Nelson Alexander | Coburg,https://www.domain.com.au/real-estate-agencies/nelsonalexandercoburg-22514,https://www.domain.com.au/27-athol-avenue-coburg-north-vic-3058-2017661558,1215000,,0,FQ-0176-TH,https://www.domain.com.au/property-profile/27-athol-avenue-coburg-north-vic-3058,488,https://bucket-api.domain.com.au/v1/bucket/image/2017661558_1_1_220314_103211-w1600-h1067
5,Ballard,Av,Coburg North,3058.0,Vic,"{'latitude': -37.7310803, 'longitude': 144.9798354}",House,2,1.0,2.0,AUSD,Nelson Alexander ; Coburg,2017640691,22514,Nelson Alexander | Coburg,https://www.domain.com.au/real-estate-agencies/nelsonalexandercoburg-22514,https://www.domain.com.au/5-ballard-avenue-coburg-north-vic-3058-2017640691,1070000,,0,WQ-0907-WB,https://www.domain.com.au/property-profile/5-ballard-avenue-coburg-north-vic-3058,504,https://bucket-api.domain.com.au/v1/bucket/image/2017640691_1_1_220304_052515-w1600-h1067
4,Mehegan,Av,Coburg North,3058.0,Vic,"{'latitude': -37.7339441, 'longitude': 144.9815997}",House,3,1.0,2.0,AUSD,Jellis Craig Brunswick,2017654709,6216,Jellis Craig - Brunswick,https://www.domain.com.au/real-estate-agencies/jelliscraigbrunswick-6216,https://www.domain.com.au/4-mehegan-avenue-coburg-north-vic-3058-2017654709,919000,,0,AE-3098-HB,https://www.domain.com.au/property-profile/4-mehegan-avenue-coburg-north-vic-3058,492,https://bucket-api.domain.com.au/v1/bucket/image/2017654709_1_1_220310_052142-w1600-h1067
8,Outlook,Rd,Coburg North,3058.0,Vic,"{'latitude': -37.7344795, 'longitude': 144.9776839}",House,3,1.0,3.0,AUSD,Jellis Craig Fitzroy,2017648484,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/8-outlook-road-coburg-north-vic-3058-2017648484,892500,,0,VS-9260-SI,https://www.domain.com.au/property-profile/8-outlook-road-coburg-north-vic-3058,379,https://bucket-api.domain.com.au/v1/bucket/image/2017648484_1_1_220308_104823-w1600-h1067
18,Ballarat,St,Collingwood,3066.0,Vic,"{'latitude': -37.7959154, 'longitude': 144.9906907}",House,3,2.0,0.0,AUSP,Nelson Alexander Commercial,2017632322,4718,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,https://www.domain.com.au/18-ballarat-street-collingwood-vic-3066-2017632322,1325000,,0,WS-5851-VO,https://www.domain.com.au/property-profile/18-ballarat-street-collingwood-vic-3066,130,https://bucket-api.domain.com.au/v1/bucket/image/2017632322_1_1_220302_011101-w1600-h1067
4,Masefield,Tce,Craigieburn,3064.0,Vic,"{'latitude': -37.5971622, 'longitude': 144.9039723}",House,5,3.0,2.0,AUSD,Ray White Craigieburn,2017656178,4110,Ray White Craigieburn,https://www.domain.com.au/real-estate-agencies/raywhitecraigieburn-4110,https://www.domain.com.au/4-masefield-terrace-craigieburn-vic-3064-2017656178,1313000,,0,YQ-7899-EF,https://www.domain.com.au/property-profile/4-masefield-terrace-craigieburn-vic-3064,512,https://bucket-api.domain.com.au/v1/bucket/image/2017656178_1_1_220310_113848-w4000-h2665
24,Toongabbie,Pl,Craigieburn,3064.0,Vic,"{'latitude': -37.5808465, 'longitude': 144.93445}",House,3,1.0,1.0,AUSP,Victoria Real Estate Agency Pty Ltd,2017662266,27202,Victoria Real Estate Agency Pty Ltd,https://www.domain.com.au/real-estate-agencies/victoriarealestateagencyptyltd-27202,https://www.domain.com.au/24-toongabbie-place-craigieburn-vic-3064-2017662266,530000,,0,OD-8104-XS,https://www.domain.com.au/property-profile/24-toongabbie-place-craigieburn-vic-3064,300,https://bucket-api.domain.com.au/v1/bucket/image/2017662266_1_1_220315_011730-w5760-h3842
2,Valley,Ct,Craigieburn,3064.0,Vic,"{'latitude': -37.5942471, 'longitude': 144.9292892}",House,4,1.0,2.0,AUSD,S&L Craigieburn/Mickleham,2017651979,31877,Stockdale & Leggo Craigieburn/Mickleham,https://www.domain.com.au/real-estate-agencies/stockdaleleggocraigieburnmickleham-31877,https://www.domain.com.au/2-valley-court-craigieburn-vic-3064-2017651979,705000,,0,CU-8033-LI,https://www.domain.com.au/property-profile/2-valley-court-craigieburn-vic-3064,695,https://bucket-api.domain.com.au/v1/bucket/image/2017651979_1_1_220309_103413-w4000-h2667
